Generation,Fitness
0,221.81884522820616
100,221.81884522820616
200,221.81884522820616
300,221.81884522820616
400,221.81884522820616
500,221.81884522820616
600,221.81884522820616
700,221.81884522820616
800,221.81884522820616
900,221.81884522820616
1000,221.81884522820616
1100,221.81884522820616
1200,221.81884522820616
1205,221.81884522820616
1300,221.41106831596431
1400,221.41106831596431
1439,221.41106831596431
1500,221.37913893755064
1600,221.37913893755064
1700,221.37913893755064
1800,221.37913893755064
1900,221.37913893755064
2000,221.37913893755064
2100,221.37913893755064
2200,221.37913893755064
2300,221.37913893755064
2400,221.37913893755064
2473,221.37913893755064
2474,221.18403929429303
2479,221.08467715407784
2500,218.47011203947233
2600,218.47011203947233
2660,218.47011203947233
2700,218.39883981470126
2800,218.39883981470126
2900,218.39883981470126
3000,218.39883981470126
3100,218.39883981470126
3200,218.39883981470126
3300,218.39883981470126
3400,218.39883981470126
3500,218.39883981470126
3600,218.39883981470126
3700,218.39883981470126
3753,218.39883981470126
3800,218.34232165976277
3900,218.34232165976277
4000,218.34232165976277
4100,218.34232165976277
4200,218.34232165976277
4300,218.34232165976277
4400,218.34232165976277
4500,218.34232165976277
4600,218.34232165976277
4676,218.34232165976277
4700,218.19597057987738
4800,218.19597057987738
4900,218.19597057987738
5000,218.19597057987738
5100,218.19597057987738
5200,218.19597057987738
5300,218.19597057987738
5400,218.19597057987738
5500,218.19597057987738
5600,218.19597057987738
5700,218.19597057987738
5800,218.19597057987738
5900,218.19597057987738
6000,218.19597057987738
6100,218.19597057987738
6200,218.19597057987738
6300,218.19597057987738
6400,218.19597057987738
6453,218.19597057987738
6500,218.18932167403392
6509,218.18932167403392
6534,217.89653719906738
6598,217.064309142939
6600,216.64498224779345
6700,216.64498224779345
6800,216.64498224779345
6900,216.64498224779345
7000,216.64498224779345
7100,216.64498224779345
7200,216.64498224779345
7300,216.64498224779345
7400,216.64498224779345
7495,216.64498224779345
7500,216.57589330563292
7600,216.57589330563292
7700,216.57589330563292
7800,216.57589330563292
7900,216.57589330563292
8000,216.57589330563292
8100,216.57589330563292
8200,216.57589330563292
8300,216.57589330563292
8400,216.57589330563292
8500,216.57589330563292
8600,216.57589330563292
8700,216.57589330563292
8800,216.57589330563292
8900,216.57589330563292
9000,216.57589330563292
9100,216.57589330563292
9200,216.57589330563292
9300,216.57589330563292
9400,216.57589330563292
9500,216.57589330563292
9600,216.57589330563292
9700,216.57589330563292
9800,216.57589330563292
9900,216.57589330563292
10000,216.57589330563292
10100,216.57589330563292
10200,216.57589330563292
