Generation,Fitness
0,336.50823761352837
2,336.50823761352837
27,320.9921843664625
30,320.9066232232719
31,318.3836795501805
35,307.83021152737456
36,303.9113317951325
50,293.89929889953777
69,285.3854993794198
71,281.6371073760141
81,277.62596417719936
100,277.1715137335135
136,277.1715137335135
142,273.5145437473425
200,264.53866795605904
254,264.53866795605904
275,264.2189771489372
300,264.13781630608815
311,264.13781630608815
316,263.8984877184919
384,261.2388743198777
400,259.9730148094156
457,259.9730148094156
462,259.1704129548354
490,257.38751889117117
500,255.6582165592804
582,255.6582165592804
600,254.20003310626424
629,254.20003310626424
696,254.03095063513393
700,251.85181523958352
712,251.85181523958352
744,250.95623107886365
800,247.615209612086
884,247.615209612086
900,246.96884513203764
1000,246.96884513203764
1100,246.96884513203764
1105,246.96884513203764
1200,246.96811083426127
1300,246.96811083426127
1400,246.96811083426127
1500,246.96811083426127
1600,246.96811083426127
1700,246.96811083426127
1800,246.96811083426127
1900,246.96811083426127
2000,246.96811083426127
2100,246.96811083426127
2200,246.96811083426127
2300,246.96811083426127
2400,246.96811083426127
2500,246.96811083426127
2600,246.96811083426127
2700,246.96811083426127
2800,246.96811083426127
2900,246.96811083426127
3000,246.96811083426127
3100,246.96811083426127
3200,246.96811083426127
3300,246.96811083426127
3400,246.96811083426127
3500,246.96811083426127
3600,246.96811083426127
3700,246.96811083426127
3800,246.96811083426127
3900,246.96811083426127
4000,246.96811083426127
4100,246.96811083426127
4200,246.96811083426127
4300,246.96811083426127
4400,246.96811083426127
4500,246.96811083426127
4600,246.96811083426127
4700,246.96811083426127
4800,246.96811083426127
4900,246.96811083426127
5000,246.96811083426127
5100,246.96811083426127
5200,246.96811083426127
5300,246.96811083426127
5400,246.96811083426127
5500,246.96811083426127
5600,246.96811083426127
5700,246.96811083426127
5759,246.96811083426127
5800,246.88272849731158
5852,246.88272849731158
5900,246.87499886306864
6000,246.87499886306864
6100,246.87499886306864
6200,246.87499886306864
6300,246.87499886306864
6400,246.87499886306864
6500,246.87499886306864
6600,246.87499886306864
6700,246.87499886306864
6710,246.87499886306864
6800,246.77406036979886
6848,246.77406036979886
6900,245.59805553120577
7000,245.59805553120577
7100,245.59805553120577
7200,245.59805553120577
7300,245.59805553120577
7400,245.59805553120577
7500,245.59805553120577
7542,245.59805553120577
7600,245.5752938369967
7690,245.5752938369967
7700,245.53041008439084
7800,245.53041008439084
7900,245.53041008439084
7957,245.53041008439084
8000,245.5299428999731
8100,245.5299428999731
8200,245.5299428999731
8300,245.5299428999731
8400,245.5299428999731
8500,245.5299428999731
8600,245.5299428999731
8700,245.5299428999731
8800,245.5299428999731
8900,245.5299428999731
9000,245.5299428999731
9100,245.5299428999731
9200,245.5299428999731
9300,245.5299428999731
9400,245.5299428999731
9500,245.5299428999731
9600,245.5299428999731
9700,245.5299428999731
9800,245.5299428999731
9900,245.5299428999731
10000,245.5299428999731
10100,245.5299428999731
10200,245.5299428999731
10300,245.5299428999731
10400,245.5299428999731
10500,245.5299428999731
10600,245.5299428999731
10700,245.5299428999731
10800,245.5299428999731
10900,245.5299428999731
11000,245.5299428999731
11100,245.5299428999731
11200,245.5299428999731
11300,245.5299428999731
11400,245.5299428999731
11500,245.5299428999731
11600,245.5299428999731
11700,245.5299428999731
11800,245.5299428999731
11900,245.5299428999731
12000,245.5299428999731
12100,245.5299428999731
12200,245.5299428999731
12300,245.5299428999731
12400,245.5299428999731
12500,245.5299428999731
12600,245.5299428999731
12700,245.5299428999731
12800,245.5299428999731
12900,245.5299428999731
13000,245.5299428999731
13100,245.5299428999731
13200,245.5299428999731
13300,245.5299428999731
13400,245.5299428999731
13500,245.5299428999731
13600,245.5299428999731
13700,245.5299428999731
13800,245.5299428999731
13900,245.5299428999731
14000,245.5299428999731
14100,245.5299428999731
14200,245.5299428999731
14300,245.5299428999731
14400,245.5299428999731
14500,245.5299428999731
14600,245.5299428999731
14700,245.5299428999731
14800,245.5299428999731
14900,245.5299428999731
15000,245.5299428999731
15100,245.5299428999731
15200,245.5299428999731
15300,245.5299428999731
15400,245.5299428999731
15500,245.5299428999731
15600,245.5299428999731
15700,245.5299428999731
15800,245.5299428999731
15900,245.5299428999731
16000,245.5299428999731
16100,245.5299428999731
16200,245.5299428999731
16300,245.5299428999731
16400,245.5299428999731
16500,245.5299428999731
16600,245.5299428999731
16700,245.5299428999731
16800,245.5299428999731
16900,245.5299428999731
17000,245.5299428999731
17100,245.5299428999731
17200,245.5299428999731
17300,245.5299428999731
17400,245.5299428999731
17500,245.5299428999731
17600,245.5299428999731
17700,245.5299428999731
17800,245.5299428999731
17900,245.5299428999731
18000,245.5299428999731
18100,245.5299428999731
18200,245.5299428999731
18300,245.5299428999731
18400,245.5299428999731
18500,245.5299428999731
18600,245.5299428999731
18700,245.5299428999731
18800,245.5299428999731
18900,245.5299428999731
19000,245.5299428999731
19100,245.5299428999731
19200,245.5299428999731
19300,245.5299428999731
19400,245.5299428999731
19500,245.5299428999731
19600,245.5299428999731
19700,245.5299428999731
19800,245.5299428999731
19900,245.5299428999731
20000,245.5299428999731
20100,245.5299428999731
20200,245.5299428999731
20300,245.5299428999731
20400,245.5299428999731
20500,245.5299428999731
20600,245.5299428999731
20700,245.5299428999731
20800,245.5299428999731
20900,245.5299428999731
21000,245.5299428999731
21100,245.5299428999731
21200,245.5299428999731
21300,245.5299428999731
21400,245.5299428999731
21500,245.5299428999731
21600,245.5299428999731
21700,245.5299428999731
21718,245.5299428999731
21800,245.18532713272634
21900,245.18532713272634
22000,245.18532713272634
22100,245.18532713272634
22200,245.18532713272634
22300,245.18532713272634
22400,245.18532713272634
22500,245.18532713272634
22600,245.18532713272634
22700,245.18532713272634
22800,245.18532713272634
22900,245.18532713272634
23000,245.18532713272634
23100,245.18532713272634
23200,245.18532713272634
23300,245.18532713272634
23400,245.18532713272634
23500,245.18532713272634
23600,245.18532713272634
23700,245.18532713272634
23800,245.18532713272634
23900,245.18532713272634
24000,245.18532713272634
24100,245.18532713272634
24200,245.18532713272634
24300,245.18532713272634
24400,245.18532713272634
24500,245.18532713272634
24600,245.18532713272634
24700,245.18532713272634
24800,245.18532713272634
24900,245.18532713272634
25000,245.18532713272634
25100,245.18532713272634
25200,245.18532713272634
25271,245.18532713272634
25300,245.18294972740438
25400,245.18294972740438
25427,245.18294972740438
25500,245.18056354551004
25600,245.18056354551004
25700,245.18056354551004
25800,245.18056354551004
25900,245.18056354551004
26000,245.18056354551004
26100,245.18056354551004
26200,245.18056354551004
26300,245.18056354551004
26400,245.18056354551004
26500,245.18056354551004
26600,245.18056354551004
26700,245.18056354551004
26800,245.18056354551004
26900,245.18056354551004
27000,245.18056354551004
27100,245.18056354551004
27200,245.18056354551004
27300,245.18056354551004
27400,245.18056354551004
27500,245.18056354551004
27600,245.18056354551004
27700,245.18056354551004
27800,245.18056354551004
27900,245.18056354551004
28000,245.18056354551004
28100,245.18056354551004
28200,245.18056354551004
28300,245.18056354551004
28400,245.18056354551004
28500,245.18056354551004
28600,245.18056354551004
28700,245.18056354551004
28800,245.18056354551004
28900,245.18056354551004
29000,245.18056354551004
29100,245.18056354551004
29200,245.18056354551004
29300,245.18056354551004
29400,245.18056354551004
29500,245.18056354551004
29600,245.18056354551004
29700,245.18056354551004
29800,245.18056354551004
29900,245.18056354551004
30000,245.18056354551004
30100,245.18056354551004
30200,245.18056354551004
30204,245.18056354551004
30300,244.82507654309433
30400,244.82507654309433
30500,244.82507654309433
30600,244.82507654309433
30700,244.82507654309433
30800,244.82507654309433
30900,244.82507654309433
31000,244.82507654309433
31100,244.82507654309433
31200,244.82507654309433
31300,244.82507654309433
31400,244.82507654309433
31500,244.82507654309433
31600,244.82507654309433
31700,244.82507654309433
31800,244.82507654309433
31900,244.82507654309433
32000,244.82507654309433
32100,244.82507654309433
32200,244.82507654309433
32300,244.82507654309433
32400,244.82507654309433
32500,244.82507654309433
32600,244.82507654309433
32700,244.82507654309433
32800,244.82507654309433
32900,244.82507654309433
33000,244.82507654309433
33100,244.82507654309433
33200,244.82507654309433
33300,244.82507654309433
33400,244.82507654309433
33500,244.82507654309433
33600,244.82507654309433
33700,244.82507654309433
33800,244.82507654309433
33900,244.82507654309433
34000,244.82507654309433
34100,244.82507654309433
34200,244.82507654309433
34300,244.82507654309433
34400,244.82507654309433
34500,244.82507654309433
34600,244.82507654309433
34700,244.82507654309433
34800,244.82507654309433
34883,244.82507654309433
34900,244.7722190432217
35000,244.7722190432217
35100,244.7722190432217
35200,244.7722190432217
35300,244.7722190432217
35400,244.7722190432217
35500,244.7722190432217
35600,244.7722190432217
35700,244.7722190432217
35800,244.7722190432217
35900,244.7722190432217
36000,244.7722190432217
36100,244.7722190432217
36200,244.7722190432217
36300,244.7722190432217
36400,244.7722190432217
36500,244.7722190432217
36600,244.7722190432217
36700,244.7722190432217
36800,244.7722190432217
36900,244.7722190432217
37000,244.7722190432217
37100,244.7722190432217
37200,244.7722190432217
37300,244.7722190432217
37400,244.7722190432217
37500,244.7722190432217
37600,244.7722190432217
37700,244.7722190432217
37800,244.7722190432217
37900,244.7722190432217
38000,244.7722190432217
38100,244.7722190432217
38200,244.7722190432217
38300,244.7722190432217
38400,244.7722190432217
38500,244.7722190432217
38600,244.7722190432217
38700,244.7722190432217
38800,244.7722190432217
38900,244.7722190432217
39000,244.7722190432217
39100,244.7722190432217
39200,244.7722190432217
39300,244.7722190432217
39400,244.7722190432217
39500,244.7722190432217
39600,244.7722190432217
39700,244.7722190432217
39800,244.7722190432217
39900,244.7722190432217
40000,244.7722190432217
40100,244.7722190432217
40200,244.7722190432217
40300,244.7722190432217
40400,244.7722190432217
40500,244.7722190432217
40600,244.7722190432217
40700,244.7722190432217
40800,244.7722190432217
40900,244.7722190432217
41000,244.7722190432217
41100,244.7722190432217
41200,244.7722190432217
41300,244.7722190432217
41400,244.7722190432217
41500,244.7722190432217
41600,244.7722190432217
41700,244.7722190432217
41800,244.7722190432217
41900,244.7722190432217
42000,244.7722190432217
42100,244.7722190432217
42200,244.7722190432217
42300,244.7722190432217
42400,244.7722190432217
42500,244.7722190432217
42600,244.7722190432217
42700,244.7722190432217
42800,244.7722190432217
42900,244.7722190432217
43000,244.7722190432217
43100,244.7722190432217
43200,244.7722190432217
43300,244.7722190432217
43400,244.7722190432217
43500,244.7722190432217
43600,244.7722190432217
43700,244.7722190432217
43800,244.7722190432217
43900,244.7722190432217
44000,244.7722190432217
44100,244.7722190432217
44200,244.7722190432217
44300,244.7722190432217
44400,244.7722190432217
44500,244.7722190432217
44600,244.7722190432217
44700,244.7722190432217
44800,244.7722190432217
44900,244.7722190432217
45000,244.7722190432217
45100,244.7722190432217
45200,244.7722190432217
45300,244.7722190432217
45400,244.7722190432217
45500,244.7722190432217
45600,244.7722190432217
45700,244.7722190432217
45800,244.7722190432217
45900,244.7722190432217
46000,244.7722190432217
46100,244.7722190432217
46200,244.7722190432217
46300,244.7722190432217
46400,244.7722190432217
46500,244.7722190432217
46600,244.7722190432217
46700,244.7722190432217
46800,244.7722190432217
46900,244.7722190432217
47000,244.7722190432217
47100,244.7722190432217
47200,244.7722190432217
47300,244.7722190432217
47400,244.7722190432217
47500,244.7722190432217
47600,244.7722190432217
47700,244.7722190432217
47800,244.7722190432217
47900,244.7722190432217
48000,244.7722190432217
48100,244.7722190432217
48200,244.7722190432217
48300,244.7722190432217
48400,244.7722190432217
48500,244.7722190432217
48600,244.7722190432217
48700,244.7722190432217
48800,244.7722190432217
48900,244.7722190432217
49000,244.7722190432217
49100,244.7722190432217
49200,244.7722190432217
49300,244.7722190432217
49400,244.7722190432217
49500,244.7722190432217
49600,244.7722190432217
49700,244.7722190432217
49800,244.7722190432217
49900,244.7722190432217
50000,244.7722190432217
50100,244.7722190432217
50200,244.7722190432217
50300,244.7722190432217
50400,244.7722190432217
50500,244.7722190432217
50600,244.7722190432217
50700,244.7722190432217
50800,244.7722190432217
50900,244.7722190432217
51000,244.7722190432217
51100,244.7722190432217
51200,244.7722190432217
51300,244.7722190432217
51400,244.7722190432217
51500,244.7722190432217
51600,244.7722190432217
51700,244.7722190432217
51800,244.7722190432217
51900,244.7722190432217
52000,244.7722190432217
52100,244.7722190432217
52200,244.7722190432217
52300,244.7722190432217
52400,244.7722190432217
52500,244.7722190432217
52600,244.7722190432217
52700,244.7722190432217
52800,244.7722190432217
52900,244.7722190432217
53000,244.7722190432217
53100,244.7722190432217
53200,244.7722190432217
53300,244.7722190432217
53400,244.7722190432217
53500,244.7722190432217
53600,244.7722190432217
53700,244.7722190432217
53800,244.7722190432217
53900,244.7722190432217
54000,244.7722190432217
54100,244.7722190432217
54200,244.7722190432217
54300,244.7722190432217
54400,244.7722190432217
54500,244.7722190432217
54600,244.7722190432217
54700,244.7722190432217
54800,244.7722190432217
54900,244.7722190432217
55000,244.7722190432217
55100,244.7722190432217
55200,244.7722190432217
55300,244.7722190432217
55400,244.7722190432217
55500,244.7722190432217
55600,244.7722190432217
55700,244.7722190432217
55800,244.7722190432217
55900,244.7722190432217
56000,244.7722190432217
56100,244.7722190432217
56200,244.7722190432217
56300,244.7722190432217
56400,244.7722190432217
56500,244.7722190432217
56600,244.7722190432217
56700,244.7722190432217
56800,244.7722190432217
56900,244.7722190432217
57000,244.7722190432217
57100,244.7722190432217
57200,244.7722190432217
57300,244.7722190432217
57400,244.7722190432217
57500,244.7722190432217
57600,244.7722190432217
57700,244.7722190432217
57800,244.7722190432217
57900,244.7722190432217
58000,244.7722190432217
58100,244.7722190432217
58200,244.7722190432217
58300,244.7722190432217
58400,244.7722190432217
58500,244.7722190432217
58600,244.7722190432217
58700,244.7722190432217
58800,244.7722190432217
58900,244.7722190432217
59000,244.7722190432217
59100,244.7722190432217
59200,244.7722190432217
59300,244.7722190432217
59400,244.7722190432217
59500,244.7722190432217
59600,244.7722190432217
59700,244.7722190432217
59800,244.7722190432217
59900,244.7722190432217
60000,244.7722190432217
60100,244.7722190432217
60200,244.7722190432217
60300,244.7722190432217
60400,244.7722190432217
60500,244.7722190432217
60600,244.7722190432217
60700,244.7722190432217
60800,244.7722190432217
60900,244.7722190432217
61000,244.7722190432217
61100,244.7722190432217
61200,244.7722190432217
61300,244.7722190432217
61400,244.7722190432217
61500,244.7722190432217
61600,244.7722190432217
61700,244.7722190432217
61800,244.7722190432217
61900,244.7722190432217
62000,244.7722190432217
62100,244.7722190432217
62200,244.7722190432217
62300,244.7722190432217
62400,244.7722190432217
62500,244.7722190432217
62600,244.7722190432217
62700,244.7722190432217
62800,244.7722190432217
62900,244.7722190432217
63000,244.7722190432217
63100,244.7722190432217
63200,244.7722190432217
63300,244.7722190432217
63400,244.7722190432217
63500,244.7722190432217
63600,244.7722190432217
63700,244.7722190432217
63800,244.7722190432217
63900,244.7722190432217
64000,244.7722190432217
64100,244.7722190432217
64200,244.7722190432217
64300,244.7722190432217
64400,244.7722190432217
64500,244.7722190432217
64600,244.7722190432217
64700,244.7722190432217
64800,244.7722190432217
64900,244.7722190432217
65000,244.7722190432217
65100,244.7722190432217
65200,244.7722190432217
65300,244.7722190432217
65400,244.7722190432217
65500,244.7722190432217
65600,244.7722190432217
65700,244.7722190432217
65800,244.7722190432217
65900,244.7722190432217
66000,244.7722190432217
66100,244.7722190432217
66200,244.7722190432217
66300,244.7722190432217
66400,244.7722190432217
66500,244.7722190432217
66600,244.7722190432217
66700,244.7722190432217
66800,244.7722190432217
66900,244.7722190432217
67000,244.7722190432217
67100,244.7722190432217
67200,244.7722190432217
67300,244.7722190432217
67400,244.7722190432217
67500,244.7722190432217
67600,244.7722190432217
67700,244.7722190432217
67800,244.7722190432217
67900,244.7722190432217
68000,244.7722190432217
68100,244.7722190432217
68200,244.7722190432217
68300,244.7722190432217
68400,244.7722190432217
68500,244.7722190432217
68600,244.7722190432217
68700,244.7722190432217
68800,244.7722190432217
68900,244.7722190432217
69000,244.7722190432217
69100,244.7722190432217
69200,244.7722190432217
69300,244.7722190432217
69400,244.7722190432217
69500,244.7722190432217
69600,244.7722190432217
69700,244.7722190432217
69800,244.7722190432217
69900,244.7722190432217
70000,244.7722190432217
70100,244.7722190432217
70200,244.7722190432217
70300,244.7722190432217
70400,244.7722190432217
70500,244.7722190432217
70600,244.7722190432217
70700,244.7722190432217
70800,244.7722190432217
70900,244.7722190432217
71000,244.7722190432217
71100,244.7722190432217
71200,244.7722190432217
71300,244.7722190432217
71400,244.7722190432217
71500,244.7722190432217
71600,244.7722190432217
71700,244.7722190432217
71800,244.7722190432217
71900,244.7722190432217
72000,244.7722190432217
72100,244.7722190432217
72200,244.7722190432217
72300,244.7722190432217
72400,244.7722190432217
72500,244.7722190432217
72600,244.7722190432217
72700,244.7722190432217
72800,244.7722190432217
72900,244.7722190432217
73000,244.7722190432217
73100,244.7722190432217
73200,244.7722190432217
73300,244.7722190432217
73400,244.7722190432217
73500,244.7722190432217
73600,244.7722190432217
73700,244.7722190432217
73800,244.7722190432217
73900,244.7722190432217
74000,244.7722190432217
74100,244.7722190432217
74200,244.7722190432217
74300,244.7722190432217
74400,244.7722190432217
74500,244.7722190432217
74600,244.7722190432217
74700,244.7722190432217
74800,244.7722190432217
74900,244.7722190432217
75000,244.7722190432217
75100,244.7722190432217
75200,244.7722190432217
75300,244.7722190432217
75400,244.7722190432217
75500,244.7722190432217
75600,244.7722190432217
75700,244.7722190432217
75800,244.7722190432217
75900,244.7722190432217
76000,244.7722190432217
76100,244.7722190432217
76200,244.7722190432217
76300,244.7722190432217
76400,244.7722190432217
76500,243.77233811240106
76600,243.77233811240106
76700,243.77233811240106
76800,243.77233811240106
76900,243.77233811240106
77000,243.77233811240106
77100,243.77233811240106
77200,243.77233811240106
77300,243.77233811240106
77400,243.77233811240106
77500,243.77233811240106
77600,243.77233811240106
77700,243.77233811240106
77800,243.77233811240106
77900,243.77233811240106
78000,243.77233811240106
78100,243.77233811240106
78200,243.77233811240106
78300,243.77233811240106
78400,243.77233811240106
78500,243.77233811240106
78600,243.77233811240106
78700,243.77233811240106
78800,243.77233811240106
78900,243.77233811240106
79000,243.77233811240106
79100,243.77233811240106
79200,243.77233811240106
79300,243.77233811240106
79400,243.77233811240106
79500,243.77233811240106
79600,243.77233811240106
79700,243.77233811240106
79800,243.77233811240106
79900,243.77233811240106
80000,243.77233811240106
80100,243.77233811240106
80200,243.77233811240106
80300,243.77233811240106
80400,243.77233811240106
80500,243.77233811240106
80600,243.77233811240106
80700,243.77233811240106
80800,243.77233811240106
80900,243.77233811240106
81000,243.77233811240106
81100,243.77233811240106
81200,243.77233811240106
81300,243.77233811240106
81400,243.77233811240106
81500,243.77233811240106
81600,243.77233811240106
81700,243.77233811240106
81800,243.77233811240106
81900,243.77233811240106
82000,243.77233811240106
82100,243.77233811240106
82200,243.77233811240106
82300,243.77233811240106
82400,243.77233811240106
82500,243.77233811240106
82600,243.77233811240106
82687,243.77233811240106
82700,243.64535163456233
82800,243.64535163456233
